dataset,line_no,timestamp,level,component,message,template
HPC_2k,1038,,,gige2,92085 gige2 gige temperature 1109800311 1 normal,<NUM> gige2 gige temperature <HEX> 1 normal
HPC_2k,1039,,,gige3,92043 gige3 gige temperature 1109791669 1 normal,<NUM> gige3 gige temperature <HEX> 1 normal
HPC_2k,1040,,,gige5,91595 gige5 gige temperature 1109727101 1 normal,<NUM> gige5 gige temperature <HEX> 1 normal
HPC_2k,1041,,,gige3,90705 gige3 gige temperature 1109653662 1 warning,<NUM> gige3 gige temperature <HEX> 1 warning
HPC_2k,1042,,,gige7,90242 gige7 gige temperature 1109546914 1 normal,<NUM> gige7 gige temperature <HEX> 1 normal
HPC_2k,1043,,,node-241,90216 node-241 node temperature 1109539320 1 ambient=28,<NUM> node-<NUM> node temperature <HEX> 1 ambient=28
HPC_2k,1044,,,gige4,102726 gige4 gige temperature 1110708631 1 warning,<NUM> gige4 gige temperature <HEX> 1 warning
HPC_2k,1045,,,gige3,98883 gige3 gige temperature 1110506587 1 normal,<NUM> gige3 gige temperature <HEX> 1 normal
HPC_2k,1046,,,gige2,98436 gige2 gige temperature 1110397337 1 warning,<NUM> gige2 gige temperature <HEX> 1 warning
HPC_2k,1047,,,gige5,98251 gige5 gige temperature 1110349933 1 normal,<NUM> gige5 gige temperature <HEX> 1 normal
HPC_2k,1048,,,gige2,97834 gige2 gige temperature 1110237730 1 normal,<NUM> gige2 gige temperature <HEX> 1 normal
HPC_2k,1049,,,node-236,97800 node-236 node temperature 1110230580 1 ambient=26,<NUM> node-<NUM> node temperature <HEX> 1 ambient=26
HPC_2k,1050,,,gige3,97470 gige3 gige temperature 1110205381 1 normal,<NUM> gige3 gige temperature <HEX> 1 normal
HPC_2k,1051,,,gige1,97286 gige1 gige temperature 1110144671 1 normal,<NUM> gige1 gige temperature <HEX> 1 normal
HPC_2k,1052,,,gige5,124326 gige5 gige temperature 1111320610 1 warning,<NUM> gige5 gige temperature <HEX> 1 warning
HPC_2k,1053,,,gige1,124216 gige1 gige temperature 1111286054 1 warning,<NUM> gige1 gige temperature <HEX> 1 warning
HPC_2k,1054,,,gige1,124170 gige1 gige temperature 1111273753 1 warning,<NUM> gige1 gige temperature <HEX> 1 warning
HPC_2k,1055,,,gige3,124124 gige3 gige temperature 1111258570 1 warning,<NUM> gige3 gige temperature <HEX> 1 warning
HPC_2k,1056,,,gige2,118270 gige2 gige temperature 1111182908 1 normal,<NUM> gige2 gige temperature <HEX> 1 normal
HPC_2k,1057,,,gige2,118228 gige2 gige temperature 1111173008 1 warning,<NUM> gige2 gige temperature <HEX> 1 warning
HPC_2k,1058,,,node-97,111952 node-97 node temperature 1111072025 1 ambient=35,<NUM> node-97 node temperature <HEX> 1 ambient=35
HPC_2k,1059,,,node-232,126122 node-232 node temperature 1111798051 1 ambient=33,<NUM> node-<NUM> node temperature <HEX> 1 ambient=33
HPC_2k,1060,,,node-135,126093 node-135 node temperature 1111797870 1 ambient=32,<NUM> node-<NUM> node temperature <HEX> 1 ambient=32
HPC_2k,1061,,,node-141,126054 node-141 node temperature 1111797510 1 ambient=31,<NUM> node-<NUM> node temperature <HEX> 1 ambient=31
HPC_2k,1062,,,node-242,126049 node-242 node temperature 1111797480 1 ambient=31,<NUM> node-<NUM> node temperature <HEX> 1 ambient=31
HPC_2k,1063,,,gige7,125920 gige7 gige temperature 1111792040 1 critical,<NUM> gige7 gige temperature <HEX> 1 critical
HPC_2k,1064,,,gige5,125729 gige5 gige temperature 1111693818 1 warning,<NUM> gige5 gige temperature <HEX> 1 warning
HPC_2k,1065,,,gige5,125532 gige5 gige temperature 1111613118 1 warning,<NUM> gige5 gige temperature <HEX> 1 warning
HPC_2k,1066,,,gige2,124948 gige2 gige temperature 1111488013 1 normal,<NUM> gige2 gige temperature <HEX> 1 normal
HPC_2k,1067,,,gige2,124947 gige2 gige temperature 1111487713 1 warning,<NUM> gige2 gige temperature <HEX> 1 warning
HPC_2k,1068,,,gige1,124701 gige1 gige temperature 1111438759 1 warning,<NUM> gige1 gige temperature <HEX> 1 warning
HPC_2k,1069,,,gige5,124625 gige5 gige temperature 1111413911 1 warning,<NUM> gige5 gige temperature <HEX> 1 warning
HPC_2k,1070,,,node-113,141025 node-113 node temperature 1112395021 1 ambient=27,<NUM> node-<NUM> node temperature <HEX> 1 ambient=27
HPC_2k,1071,,,gige5,140533 gige5 gige temperature 1112280080 1 normal,<NUM> gige5 gige temperature <HEX> 1 normal
HPC_2k,1072,,,node-93,139872 node-93 node temperature 1112115481 1 ambient=33,<NUM> node-93 node temperature <HEX> 1 ambient=33
HPC_2k,1073,,,gige6,138597 gige6 gige temperature 1111943595 1 normal,<NUM> gige6 gige temperature <HEX> 1 normal
HPC_2k,1074,,,gige6,138555 gige6 gige temperature 1111928595 1 normal,<NUM> gige6 gige temperature <HEX> 1 normal
HPC_2k,1075,,,gige6,147904 gige6 gige temperature 1112888964 1 normal,<NUM> gige6 gige temperature <HEX> 1 normal
HPC_2k,1076,,,gige7,147779 gige7 gige temperature 1112816360 1 warning,<NUM> gige7 gige temperature <HEX> 1 warning
HPC_2k,1077,,,node-70,147517 node-70 node temperature 1112734890 1 ambient=32,<NUM> node-70 node temperature <HEX> 1 ambient=32
HPC_2k,1078,,,gige5,147327 gige5 gige temperature 1112704897 1 warning,<NUM> gige5 gige temperature <HEX> 1 warning
HPC_2k,1079,,,node-238,147280 node-238 node temperature 1112688811 1 ambient=30,<NUM> node-<NUM> node temperature <HEX> 1 ambient=30
HPC_2k,1080,,,gige3,147279 gige3 gige temperature 1112688738 1 normal,<NUM> gige3 gige temperature <HEX> 1 normal
HPC_2k,1081,,,gige5,146876 gige5 gige temperature 1112544988 1 warning,<NUM> gige5 gige temperature <HEX> 1 warning
HPC_2k,1082,,,gige6,159193 gige6 gige temperature 1113645796 1 warning,<NUM> gige6 gige temperature <HEX> 1 warning
HPC_2k,1083,,,gige5,155760 gige5 gige temperature 1113610268 1 warning,<NUM> gige5 gige temperature <HEX> 1 warning
HPC_2k,1084,,,gige7,155652 gige7 gige temperature 1113559395 1 normal,<NUM> gige7 gige temperature <HEX> 1 normal
HPC_2k,1085,,,gige7,155643 gige7 gige temperature 1113554594 1 critical,<NUM> gige7 gige temperature <HEX> 1 critical
HPC_2k,1086,,,gige4,155613 gige4 gige temperature 1113543556 1 warning,<NUM> gige4 gige temperature <HEX> 1 warning
HPC_2k,1087,,,gige5,155522 gige5 gige temperature 1113509172 1 warning,<NUM> gige5 gige temperature <HEX> 1 warning
HPC_2k,1088,,,gige5,155332 gige5 gige temperature 1113456065 1 warning,<NUM> gige5 gige temperature <HEX> 1 warning
HPC_2k,1089,,,gige7,155294 gige7 gige temperature 1113442992 1 critical,<NUM> gige7 gige temperature <HEX> 1 critical
HPC_2k,1090,,,node-139,155289 node-139 node temperature 1113441604 1 ambient=34,<NUM> node-<NUM> node temperature <HEX> 1 ambient=34
HPC_2k,1091,,,gige2,154200 gige2 gige temperature 1113298318 1 warning,<NUM> gige2 gige temperature <HEX> 1 warning
HPC_2k,1092,,,node-236,153760 node-236 node temperature 1113250590 1 ambient=27,<NUM> node-<NUM> node temperature <HEX> 1 ambient=27
HPC_2k,1093,,,gige6,153488 gige6 gige temperature 1113144874 1 normal,<NUM> gige6 gige temperature <HEX> 1 normal
HPC_2k,1094,,,gige4,153474 gige4 gige temperature 1113137369 1 warning,<NUM> gige4 gige temperature <HEX> 1 warning
HPC_2k,1095,,,node-215,166381 node-215 node temperature 1114096282 1 ambient=23,<NUM> node-<NUM> node temperature <HEX> 1 ambient=23
HPC_2k,1096,,,gige4,169704 gige4 gige temperature 1114120157 1 normal,<NUM> gige4 gige temperature <HEX> 1 normal
HPC_2k,1097,,,gige7,176320 gige7 gige temperature 1114274309 1 warning,<NUM> gige7 gige temperature <HEX> 1 warning
HPC_2k,1098,,,gige6,183966 gige6 gige temperature 1114918724 1 normal,<NUM> gige6 gige temperature <HEX> 1 normal
HPC_2k,1099,,,node-244,179416 node-244 node temperature 1114763670 1 ambient=29,<NUM> node-<NUM> node temperature <HEX> 1 ambient=29
HPC_2k,1100,,,gige4,179410 gige4 gige temperature 1114762773 1 normal,<NUM> gige4 gige temperature <HEX> 1 normal
HPC_2k,1101,,,node-114,178946 node-114 node temperature 1114669020 1 ambient=28,<NUM> node-<NUM> node temperature <HEX> 1 ambient=28
HPC_2k,1102,,,node-241,178846 node-241 node temperature 1114642410 1 ambient=26,<NUM> node-<NUM> node temperature <HEX> 1 ambient=26
HPC_2k,1103,,,gige6,177386 gige6 gige temperature 1114545212 1 normal,<NUM> gige6 gige temperature <HEX> 1 normal
HPC_2k,1104,,,node-243,177118 node-243 node temperature 1114465230 1 ambient=28,<NUM> node-<NUM> node temperature <HEX> 1 ambient=28
HPC_2k,1105,,,node-240,189804 node-240 node temperature 1115511240 1 ambient=25,<NUM> node-<NUM> node temperature <HEX> 1 ambient=25
HPC_2k,1106,,,node-86,185349 node-86 node temperature 1115269410 1 ambient=24,<NUM> node-86 node temperature <HEX> 1 ambient=24
HPC_2k,1107,,,gige4,185020 gige4 gige temperature 1115247878 1 warning,<NUM> gige4 gige temperature <HEX> 1 warning
HPC_2k,1108,,,node-255,190782 node-255 node temperature 1116036905 1 ambient=34,<NUM> node-<NUM> node temperature <HEX> 1 ambient=34
HPC_2k,1109,,,node-166,190669 node-166 node temperature 1116014551 1 ambient=31,<NUM> node-<NUM> node temperature <HEX> 1 ambient=31
HPC_2k,1110,,,gige7,190500 gige7 gige temperature 1115931540 1 critical,<NUM> gige7 gige temperature <HEX> 1 critical
HPC_2k,1111,,,gige5,190419 gige5 gige temperature 1115894507 1 normal,<NUM> gige5 gige temperature <HEX> 1 normal
HPC_2k,1112,,,node-67,205135 node-67 node temperature 1116531298 1 ambient=28,<NUM> node-67 node temperature <HEX> 1 ambient=28
HPC_2k,1113,,,node-80,207216 node-80 node temperature 1116538204 1 ambient=30,<NUM> node-80 node temperature <HEX> 1 ambient=30
HPC_2k,1114,,,node-189,207240 node-189 node temperature 1116538205 1 ambient=33,<NUM> node-<NUM> node temperature <HEX> 1 ambient=33
HPC_2k,1115,,,node-54,207254 node-54 node temperature 1116538205 1 ambient=31,<NUM> node-54 node temperature <HEX> 1 ambient=31
HPC_2k,1116,,,node-198,207333 node-198 node temperature 1116539762 1 ambient=31,<NUM> node-<NUM> node temperature <HEX> 1 ambient=31
HPC_2k,1117,,,node-55,207349 node-55 node temperature 1116539787 1 ambient=33,<NUM> node-55 node temperature <HEX> 1 ambient=33
HPC_2k,1118,,,node-176,209931 node-176 node temperature 1116601733 1 ambient=32,<NUM> node-<NUM> node temperature <HEX> 1 ambient=32
HPC_2k,1119,,,node-223,210653 node-223 node temperature 1116602075 1 ambient=27,<NUM> node-<NUM> node temperature <HEX> 1 ambient=27
HPC_2k,1120,,,node-75,213496 node-75 node temperature 1116612015 1 ambient=29,<NUM> node-75 node temperature <HEX> 1 ambient=29
HPC_2k,1121,,,gige7,217083 gige7 gige temperature 1116640501 1 warning,<NUM> gige7 gige temperature <HEX> 1 warning
HPC_2k,1122,,,gige7,217146 gige7 gige temperature 1116685205 1 critical,<NUM> gige7 gige temperature <HEX> 1 critical
HPC_2k,1123,,,gige6,218807 gige6 gige temperature 1117170619 1 normal,<NUM> gige6 gige temperature <HEX> 1 normal
HPC_2k,1124,,,gige7,218381 gige7 gige temperature 1117120516 1 warning,<NUM> gige7 gige temperature <HEX> 1 warning
HPC_2k,1125,,,gige7,218172 gige7 gige temperature 1117044015 1 normal,<NUM> gige7 gige temperature <HEX> 1 normal
HPC_2k,1126,,,gige7,217921 gige7 gige temperature 1116963312 1 warning,<NUM> gige7 gige temperature <HEX> 1 warning
HPC_2k,1127,,,gige6,217384 gige6 gige temperature 1116789307 1 normal,<NUM> gige6 gige temperature <HEX> 1 normal
HPC_2k,1128,,,gige6,217344 gige6 gige temperature 1116771007 1 normal,<NUM> gige6 gige temperature <HEX> 1 normal
HPC_2k,1129,,,gige4,231230 gige4 gige temperature 1117581672 1 normal,<NUM> gige4 gige temperature <HEX> 1 normal
HPC_2k,1130,,,gige7,230781 gige7 gige temperature 1117520719 1 normal,<NUM> gige7 gige temperature <HEX> 1 normal
HPC_2k,1131,,,gige6,230496 gige6 gige temperature 1117489521 1 warning,<NUM> gige6 gige temperature <HEX> 1 warning
HPC_2k,1132,,,gige4,241069 gige4 gige temperature 1118461882 1 normal,<NUM> gige4 gige temperature <HEX> 1 normal
HPC_2k,1133,,,gige6,241019 gige6 gige temperature 1118436040 1 normal,<NUM> gige6 gige temperature <HEX> 1 normal
HPC_2k,1134,,,gige7,240873 gige7 gige temperature 1118360437 1 normal,<NUM> gige7 gige temperature <HEX> 1 normal
HPC_2k,1135,,,gige6,240782 gige6 gige temperature 1118295037 1 normal,<NUM> gige6 gige temperature <HEX> 1 normal
HPC_2k,1136,,,gige6,240702 gige6 gige temperature 1118280037 1 warning,<NUM> gige6 gige temperature <HEX> 1 warning
HPC_2k,1137,,,gige7,240641 gige7 gige temperature 1118270735 1 normal,<NUM> gige7 gige temperature <HEX> 1 normal
HPC_2k,1138,,,gige6,240511 gige6 gige temperature 1118186737 1 normal,<NUM> gige6 gige temperature <HEX> 1 normal
HPC_2k,1139,,,gige7,240399 gige7 gige temperature 1118112635 1 normal,<NUM> gige7 gige temperature <HEX> 1 normal
HPC_2k,1140,,,gige6,257180 gige6 gige temperature 1119070315 1 warning,<NUM> gige6 gige temperature <HEX> 1 warning
HPC_2k,1141,,,gige4,262646 gige4 gige temperature 1119093476 1 normal,<NUM> gige4 gige temperature <HEX> 1 normal
HPC_2k,1142,,,gige3,272910 gige3 gige temperature 1119744967 1 warning,<NUM> gige3 gige temperature <HEX> 1 warning
HPC_2k,1143,,,gige7,272853 gige7 gige temperature 1119710825 1 critical,<NUM> gige7 gige temperature <HEX> 1 critical
HPC_2k,1144,,,gige7,269486 gige7 gige temperature 1119658625 1 normal,<NUM> gige7 gige temperature <HEX> 1 normal
HPC_2k,1145,,,gige7,269014 gige7 gige temperature 1119541023 1 warning,<NUM> gige7 gige temperature <HEX> 1 warning
HPC_2k,1146,,,gige3,281216 gige3 gige temperature 1120354574 1 warning,<NUM> gige3 gige temperature <HEX> 1 warning
HPC_2k,1147,,,gige3,281126 gige3 gige temperature 1120304472 1 warning,<NUM> gige3 gige temperature <HEX> 1 warning
HPC_2k,1148,,,gige7,277688 gige7 gige temperature 1120225336 1 critical,<NUM> gige7 gige temperature <HEX> 1 critical
HPC_2k,1149,,,gige7,277575 gige7 gige temperature 1120164132 1 warning,<NUM> gige7 gige temperature <HEX> 1 warning
HPC_2k,1150,,,gige3,277041 gige3 gige temperature 1119985870 1 normal,<NUM> gige3 gige temperature <HEX> 1 normal
HPC_2k,1151,,,gige4,277038 gige4 gige temperature 1119984490 1 warning,<NUM> gige4 gige temperature <HEX> 1 warning
HPC_2k,1152,,,node-212,276977 node-212 node temperature 1119972360 1 ambient=25,<NUM> node-<NUM> node temperature <HEX> 1 ambient=25
HPC_2k,1153,,,gige6,276947 gige6 gige temperature 1119966728 1 warning,<NUM> gige6 gige temperature <HEX> 1 warning
HPC_2k,1154,,,gige6,276921 gige6 gige temperature 1119953528 1 warning,<NUM> gige6 gige temperature <HEX> 1 warning
HPC_2k,1155,,,gige3,276353 gige3 gige temperature 1119836470 1 warning,<NUM> gige3 gige temperature <HEX> 1 warning
HPC_2k,1156,,,node-120,285669 node-120 node temperature 1120882920 1 ambient=28,<NUM> node-<NUM> node temperature <HEX> 1 ambient=28
HPC_2k,1157,,,node-95,285349 node-95 node temperature 1120807232 1 ambient=33,<NUM> node-95 node temperature <HEX> 1 ambient=33
HPC_2k,1158,,,node-95,285294 node-95 node temperature 1120784281 1 ambient=33,<NUM> node-95 node temperature <HEX> 1 ambient=33
HPC_2k,1159,,,node-90,285232 node-90 node temperature 1120765771 1 ambient=36,<NUM> node-90 node temperature <HEX> 1 ambient=36
HPC_2k,1160,,,node-161,284710 node-161 node temperature 1120680847 1 ambient=36,<NUM> node-<NUM> node temperature <HEX> 1 ambient=36
HPC_2k,1161,,,node-116,284566 node-116 node temperature 1120659780 1 ambient=28,<NUM> node-<NUM> node temperature <HEX> 1 ambient=28
HPC_2k,1162,,,gige7,284160 gige7 gige temperature 1120556837 1 warning,<NUM> gige7 gige temperature <HEX> 1 warning
HPC_2k,1163,,,gige7,290254 gige7 gige temperature 1121400147 1 critical,<NUM> gige7 gige temperature <HEX> 1 critical
HPC_2k,1164,,,node-159,290139 node-159 node temperature 1121375430 1 ambient=35,<NUM> node-<NUM> node temperature <HEX> 1 ambient=35
HPC_2k,1165,,,gige6,289970 gige6 gige temperature 1121318857 1 normal,<NUM> gige6 gige temperature <HEX> 1 normal
HPC_2k,1166,,,gige3,289193 gige3 gige temperature 1121126193 1 warning,<NUM> gige3 gige temperature <HEX> 1 warning
HPC_2k,1167,,,node-218,289181 node-218 node temperature 1121124240 1 ambient=29,<NUM> node-<NUM> node temperature <HEX> 1 ambient=29
HPC_2k,1168,,,gige6,288975 gige6 gige temperature 1121048549 1 warning,<NUM> gige6 gige temperature <HEX> 1 warning
HPC_2k,1169,,,gige6,288882 gige6 gige temperature 1121010147 1 warning,<NUM> gige6 gige temperature <HEX> 1 warning
HPC_2k,1170,,,gige4,307487 gige4 gige temperature 1122195175 1 warning,<NUM> gige4 gige temperature <HEX> 1 warning
HPC_2k,1171,,,gige4,318114 gige4 gige temperature 1122807481 1 warning,<NUM> gige4 gige temperature <HEX> 1 warning
HPC_2k,1172,,,gige4,317892 gige4 gige temperature 1122755580 1 normal,<NUM> gige4 gige temperature <HEX> 1 normal
HPC_2k,1173,,,node-228,314014 node-228 node temperature 1122565110 1 ambient=25,<NUM> node-<NUM> node temperature <HEX> 1 ambient=25
HPC_2k,1174,,,gige6,313879 gige6 gige temperature 1122529625 1 normal,<NUM> gige6 gige temperature <HEX> 1 normal
HPC_2k,1175,,,gige7,313753 gige7 gige temperature 1122502623 1 normal,<NUM> gige7 gige temperature <HEX> 1 normal
HPC_2k,1176,,,node-133,313234 node-133 node temperature 1122335162 1 ambient=34,<NUM> node-<NUM> node temperature <HEX> 1 ambient=34
HPC_2k,1177,,,node-176,313169 node-176 node temperature 1122334380 1 ambient=35,<NUM> node-<NUM> node temperature <HEX> 1 ambient=35
HPC_2k,1178,,,node-12,312853 node-12 node temperature 1122319890 1 ambient=36,<NUM> node-12 node temperature <HEX> 1 ambient=36
HPC_2k,1179,,,node-23,312821 node-23 node temperature 1122317820 1 ambient=35,<NUM> node-23 node temperature <HEX> 1 ambient=35
HPC_2k,1180,,,gige7,312505 gige7 gige temperature 1122289618 1 warning,<NUM> gige7 gige temperature <HEX> 1 warning
HPC_2k,1181,,,gige3,323620 gige3 gige temperature 1123303567 1 warning,<NUM> gige3 gige temperature <HEX> 1 warning
HPC_2k,1182,,,gige7,323469 gige7 gige temperature 1123268232 1 warning,<NUM> gige7 gige temperature <HEX> 1 warning
HPC_2k,1183,,,gige7,322167 gige7 gige temperature 1123098731 1 warning,<NUM> gige7 gige temperature <HEX> 1 warning
HPC_2k,1184,,,gige4,322105 gige4 gige temperature 1123054982 1 normal,<NUM> gige4 gige temperature <HEX> 1 normal
HPC_2k,1185,,,gige6,322072 gige6 gige temperature 1123032131 1 warning,<NUM> gige6 gige temperature <HEX> 1 warning
HPC_2k,1186,,,node-109,321663 node-109 node temperature 1122928071 1 ambient=27,<NUM> node-<NUM> node temperature <HEX> 1 ambient=27
HPC_2k,1187,,,gige4,321485 gige4 gige temperature 1122862981 1 warning,<NUM> gige4 gige temperature <HEX> 1 warning
HPC_2k,1188,,,node-23,41 node-23 node temperature 1123705518 1 ambient=29,41 node-23 node temperature <HEX> 1 ambient=29
HPC_2k,1189,,,node-206,98 node-206 node temperature 1123705544 1 ambient=26,98 node-<NUM> node temperature <HEX> 1 ambient=26
HPC_2k,1190,,,node-222,160 node-222 node temperature 1123706820 1 ambient=26,<NUM> node-<NUM> node temperature <HEX> 1 ambient=26
HPC_2k,1191,,,node-158,557 node-158 node temperature 1123708507 1 ambient=30,<NUM> node-<NUM> node temperature <HEX> 1 ambient=30
HPC_2k,1192,,,gige3,1091 gige3 gige temperature 1123712436 1 warning,<NUM> gige3 gige temperature <HEX> 1 warning
HPC_2k,1193,,,gige6,1574 gige6 gige temperature 1123832800 1 normal,<NUM> gige6 gige temperature <HEX> 1 normal
HPC_2k,1194,,,gige7,1674 gige7 gige temperature 1123867002 1 warning,<NUM> gige7 gige temperature <HEX> 1 warning
HPC_2k,1195,,,gige7,1755 gige7 gige temperature 1123896401 1 normal,<NUM> gige7 gige temperature <HEX> 1 normal
HPC_2k,1196,,,gige7,15077 gige7 gige temperature 1124455610 1 normal,<NUM> gige7 gige temperature <HEX> 1 normal
HPC_2k,1197,,,gige4,15135 gige4 gige temperature 1124477566 1 warning,<NUM> gige4 gige temperature <HEX> 1 warning
HPC_2k,1198,,,gige7,26607 gige7 gige temperature 1124991417 1 warning,<NUM> gige7 gige temperature <HEX> 1 warning
HPC_2k,1199,,,gige7,26553 gige7 gige temperature 1124967716 1 warning,<NUM> gige7 gige temperature <HEX> 1 warning
HPC_2k,1200,,,gige3,26385 gige3 gige temperature 1124924165 1 warning,<NUM> gige3 gige temperature <HEX> 1 warning
HPC_2k,1201,,,gige3,26334 gige3 gige temperature 1124895065 1 normal,<NUM> gige3 gige temperature <HEX> 1 normal
HPC_2k,1202,,,gige6,26225 gige6 gige temperature 1124857316 1 warning,<NUM> gige6 gige temperature <HEX> 1 warning
HPC_2k,1203,,,gige6,24723 gige6 gige temperature 1124654213 1 warning,<NUM> gige6 gige temperature <HEX> 1 warning
HPC_2k,1204,,,gige3,37279 gige3 gige temperature 1125743188 1 normal,<NUM> gige3 gige temperature <HEX> 1 normal
HPC_2k,1205,,,gige7,35410 gige7 gige temperature 1125678723 1 normal,<NUM> gige7 gige temperature <HEX> 1 normal
HPC_2k,1206,,,node-196,32680 node-196 node temperature 1125447841 1 ambient=24,<NUM> node-<NUM> node temperature <HEX> 1 ambient=24
HPC_2k,1207,,,gige7,32520 gige7 gige temperature 1125430919 1 normal,<NUM> gige7 gige temperature <HEX> 1 normal
HPC_2k,1208,,,node-226,32503 node-226 node temperature 1125430560 1 ambient=30,<NUM> node-<NUM> node temperature <HEX> 1 ambient=30
HPC_2k,1209,,,node-242,32496 node-242 node temperature 1125430411 1 ambient=31,<NUM> node-<NUM> node temperature <HEX> 1 ambient=31
HPC_2k,1210,,,node-80,32407 node-80 node temperature 1125423420 1 ambient=33,<NUM> node-80 node temperature <HEX> 1 ambient=33
HPC_2k,1211,,,node-166,32328 node-166 node temperature 1125421620 1 ambient=31,<NUM> node-<NUM> node temperature <HEX> 1 ambient=31
HPC_2k,1212,,,gige7,47196 gige7 gige temperature 1126281735 1 normal,<NUM> gige7 gige temperature <HEX> 1 normal
HPC_2k,1213,,,gige4,46807 gige4 gige temperature 1126181283 1 warning,<NUM> gige4 gige temperature <HEX> 1 warning
HPC_2k,1214,,,gige6,45833 gige6 gige temperature 1126060332 1 normal,<NUM> gige6 gige temperature <HEX> 1 normal
HPC_2k,1215,,,gige6,39641 gige6 gige temperature 1125893831 1 warning,<NUM> gige6 gige temperature <HEX> 1 warning
HPC_2k,1216,,,gige3,39375 gige3 gige temperature 1125876685 1 warning,<NUM> gige3 gige temperature <HEX> 1 warning
HPC_2k,1217,,,gige6,47306 gige6 gige temperature 1126315336 1 warning,<NUM> gige6 gige temperature <HEX> 1 warning
HPC_2k,1218,,,node-46,47324 node-46 node temperature 1126319850 1 ambient=27,<NUM> node-46 node temperature <HEX> 1 ambient=27
HPC_2k,1219,,,gige3,47351 gige3 gige temperature 1126332995 1 normal,<NUM> gige3 gige temperature <HEX> 1 normal
HPC_2k,1220,,,node-246,48285 node-246 node temperature 1126363680 1 ambient=29,<NUM> node-<NUM> node temperature <HEX> 1 ambient=29
HPC_2k,1221,,,node-121,48313 node-121 node temperature 1126366020 1 ambient=31,<NUM> node-<NUM> node temperature <HEX> 1 ambient=31
HPC_2k,1222,,,gige4,59663 gige4 gige temperature 1126835843 1 normal,<NUM> gige4 gige temperature <HEX> 1 normal
HPC_2k,1223,,,gige6,66528 gige6 gige temperature 1126992985 1 warning,<NUM> gige6 gige temperature <HEX> 1 warning
HPC_2k,1224,,,gige4,74681 gige4 gige temperature 1127529154 1 warning,<NUM> gige4 gige temperature <HEX> 1 warning
HPC_2k,1225,,,gige4,74599 gige4 gige temperature 1127513254 1 warning,<NUM> gige4 gige temperature <HEX> 1 warning
HPC_2k,1226,,,node-165,74503 node-165 node temperature 1127509530 1 ambient=30,<NUM> node-<NUM> node temperature <HEX> 1 ambient=30
HPC_2k,1227,,,node-28,74471 node-28 node temperature 1127507370 1 ambient=32,<NUM> node-28 node temperature <HEX> 1 ambient=32
HPC_2k,1228,,,gige7,74327 gige7 gige temperature 1127466391 1 warning,<NUM> gige7 gige temperature <HEX> 1 warning
HPC_2k,1229,,,node-149,73580 node-149 node temperature 1127289450 1 ambient=29,<NUM> node-<NUM> node temperature <HEX> 1 ambient=29
HPC_2k,1230,,,gige6,73035 gige6 gige temperature 1127171787 1 normal,<NUM> gige6 gige temperature <HEX> 1 normal
HPC_2k,1231,,,node-212,80742 node-212 node temperature 1127580150 1 ambient=24,<NUM> node-<NUM> node temperature <HEX> 1 ambient=24
HPC_2k,1232,,,node-117,91359 node-117 node temperature 1128146611 1 ambient=30,<NUM> node-<NUM> node temperature <HEX> 1 ambient=30
HPC_2k,1233,,,gige3,91307 gige3 gige temperature 1128140438 1 warning,<NUM> gige3 gige temperature <HEX> 1 warning
HPC_2k,1234,,,node-239,91099 node-239 node temperature 1128121110 1 ambient=28,<NUM> node-<NUM> node temperature <HEX> 1 ambient=28
HPC_2k,1235,,,node-154,90766 node-154 node temperature 1128090030 1 ambient=34,<NUM> node-<NUM> node temperature <HEX> 1 ambient=34
HPC_2k,1236,,,node-227,90706 node-227 node temperature 1128087510 1 ambient=25,<NUM> node-<NUM> node temperature <HEX> 1 ambient=25
HPC_2k,1237,,,node-240,90571 node-240 node temperature 1128071251 1 ambient=26,<NUM> node-<NUM> node temperature <HEX> 1 ambient=26
HPC_2k,1238,,,node-227,90446 node-227 node temperature 1128058591 1 ambient=25,<NUM> node-<NUM> node temperature <HEX> 1 ambient=25
HPC_2k,1239,,,node-227,90309 node-227 node temperature 1128043770 1 ambient=25,<NUM> node-<NUM> node temperature <HEX> 1 ambient=25
HPC_2k,1240,,,node-227,90256 node-227 node temperature 1128036930 1 ambient=25,<NUM> node-<NUM> node temperature <HEX> 1 ambient=25
HPC_2k,1241,,,node-237,89726 node-237 node temperature 1127970240 1 ambient=27,<NUM> node-<NUM> node temperature <HEX> 1 ambient=27
HPC_2k,1242,,,node-112,88896 node-112 node temperature 1127858430 1 ambient=30,<NUM> node-<NUM> node temperature <HEX> 1 ambient=30
HPC_2k,1243,,,gige7,88524 gige7 gige temperature 1127805997 1 warning,<NUM> gige7 gige temperature <HEX> 1 warning
HPC_2k,1244,,,node-31,88301 node-31 node temperature 1127779980 1 ambient=31,<NUM> node-31 node temperature <HEX> 1 ambient=31
HPC_2k,1245,,,node-14,87994 node-14 node temperature 1127746890 1 ambient=29,<NUM> node-14 node temperature <HEX> 1 ambient=29
HPC_2k,1246,,,gige4,87957 gige4 gige temperature 1127740956 1 warning,<NUM> gige4 gige temperature <HEX> 1 warning
HPC_2k,1247,,,gige3,87888 gige3 gige temperature 1127731836 1 warning,<NUM> gige3 gige temperature <HEX> 1 warning
HPC_2k,1248,,,node-238,98691 node-238 node temperature 1128232080 1 ambient=28,<NUM> node-<NUM> node temperature <HEX> 1 ambient=28
