dataset,line_no,timestamp,level,component,message,template
HealthApp_2k,917,,,action,20171223-22:24:22:204|Step_StandReportReceiver|30002312|onReceive action: android.intent.action.SCREEN_ON,<HEX>-22:24:22:<NUM>|Step_StandReportReceiver|<HEX>|onReceive action: android.intent.action.SCREEN_ON
HealthApp_2k,918,,,action,20171223-22:24:22:206|Step_LSC|30002312|processHandleBroadcastAction action:android.intent.action.SCREEN_ON,<HEX>-22:24:22:<NUM>|Step_LSC|<HEX>|processHandleBroadcastAction action:android.intent.action.SCREEN_ON
HealthApp_2k,919,,,Step_StandStepCounter,20171223-22:24:22:206|Step_StandStepCounter|30002312|flush sensor data,<HEX>-22:24:22:<NUM>|Step_StandStepCounter|<HEX>|flush sensor data
HealthApp_2k,920,,,Step_SPUtils,20171223-22:24:22:207|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038740000##7189##549659##8661##16256##27460494,<HEX>-22:24:22:<NUM>|Step_SPUtils|<HEX>| getTodayTotalDetailSteps = <HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,921,,,Step_SPUtils,20171223-22:24:22:207|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038980000##7189##549659##8661##16256##27706526,<HEX>-22:24:22:<NUM>|Step_SPUtils|<HEX>|setTodayTotalDetailSteps=<HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,922,,,Step_LSC,20171223-22:24:22:208|Step_LSC|30002312|onStandStepChanged 3761,<HEX>-22:24:22:<NUM>|Step_LSC|<HEX>|onStandStepChanged <NUM>
HealthApp_2k,923,,,Step_ExtSDM,20171223-22:24:22:214|Step_ExtSDM|30002312|calculateCaloriesWithCache totalCalories=130673,<HEX>-22:24:22:<NUM>|Step_ExtSDM|<HEX>|calculateCaloriesWithCache totalCalories=<NUM>
HealthApp_2k,924,,,Step_ExtSDM,20171223-22:24:22:215|Step_ExtSDM|30002312|calculateAltitudeWithCache totalAltitude=240,<HEX>-22:24:22:<NUM>|Step_ExtSDM|<HEX>|calculateAltitudeWithCache totalAltitude=<NUM>
HealthApp_2k,925,,,Step_StandReportReceiver,20171223-22:24:22:215|Step_StandReportReceiver|30002312|REPORT : 7189 5132 153988 240,<HEX>-22:24:22:<NUM>|Step_StandReportReceiver|<HEX>|REPORT : <NUM> <NUM> <NUM> <NUM>
HealthApp_2k,926,,,Step_LSC,20171223-22:24:22:309|Step_LSC|30002312|onStandStepChanged 3761,<HEX>-22:24:22:<NUM>|Step_LSC|<HEX>|onStandStepChanged <NUM>
HealthApp_2k,927,,,onExtend,20171223-22:24:22:310|Step_LSC|30002312|onExtend:1514039062000 0 0 0,<HEX>-22:24:22:<NUM>|Step_LSC|<HEX>|onExtend:<HEX> 0 0 0
HealthApp_2k,928,,,action,20171223-22:24:22:344|Step_LSC|30002312|processHandleBroadcastAction action:android.intent.action.TIME_TICK,<HEX>-22:24:22:<NUM>|Step_LSC|<HEX>|processHandleBroadcastAction action:android.intent.action.TIME_TICK
HealthApp_2k,929,,,Step_SPUtils,20171223-22:24:22:516|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038980000##7189##549659##8661##16256##27706526,<HEX>-22:24:22:<NUM>|Step_SPUtils|<HEX>| getTodayTotalDetailSteps = <HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,930,,,Step_SPUtils,20171223-22:24:22:516|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038980000##7189##549659##8661##16256##27706835,<HEX>-22:24:22:<NUM>|Step_SPUtils|<HEX>|setTodayTotalDetailSteps=<HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,931,,,Step_ExtSDM,20171223-22:24:22:524|Step_ExtSDM|30002312|calculateCaloriesWithCache totalCalories=130673,<HEX>-22:24:22:<NUM>|Step_ExtSDM|<HEX>|calculateCaloriesWithCache totalCalories=<NUM>
HealthApp_2k,932,,,Step_ExtSDM,20171223-22:24:22:526|Step_ExtSDM|30002312|calculateAltitudeWithCache totalAltitude=240,<HEX>-22:24:22:<NUM>|Step_ExtSDM|<HEX>|calculateAltitudeWithCache totalAltitude=<NUM>
HealthApp_2k,933,,,Step_LSC,20171223-22:24:51:883|Step_LSC|30002312|onStandStepChanged 3761,<HEX>-22:24:51:<NUM>|Step_LSC|<HEX>|onStandStepChanged <NUM>
HealthApp_2k,934,,,onExtend,20171223-22:24:51:892|Step_LSC|30002312|onExtend:1514039091000 0 0 5,<HEX>-22:24:51:<NUM>|Step_LSC|<HEX>|onExtend:<HEX> 0 0 5
HealthApp_2k,935,,,Step_SPUtils,20171223-22:24:52:184|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038980000##7189##549659##8661##16256##27706835,<HEX>-22:24:52:<NUM>|Step_SPUtils|<HEX>| getTodayTotalDetailSteps = <HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,936,,,Step_SPUtils,20171223-22:24:52:185|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038980000##7189##549659##8661##16256##27736503,<HEX>-22:24:52:<NUM>|Step_SPUtils|<HEX>|setTodayTotalDetailSteps=<HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,937,,,Step_ExtSDM,20171223-22:24:52:200|Step_ExtSDM|30002312|calculateCaloriesWithCache totalCalories=130673,<HEX>-22:24:52:<NUM>|Step_ExtSDM|<HEX>|calculateCaloriesWithCache totalCalories=<NUM>
HealthApp_2k,938,,,Step_ExtSDM,20171223-22:24:52:210|Step_ExtSDM|30002312|calculateAltitudeWithCache totalAltitude=240,<HEX>-22:24:52:<NUM>|Step_ExtSDM|<HEX>|calculateAltitudeWithCache totalAltitude=<NUM>
HealthApp_2k,939,,,Step_LSC,20171223-22:24:53:884|Step_LSC|30002312|onStandStepChanged 3761,<HEX>-22:24:53:<NUM>|Step_LSC|<HEX>|onStandStepChanged <NUM>
HealthApp_2k,940,,,onExtend,20171223-22:24:53:897|Step_LSC|30002312|onExtend:1514039093000 0 0 0,<HEX>-22:24:53:<NUM>|Step_LSC|<HEX>|onExtend:<HEX> 0 0 0
HealthApp_2k,941,,,Step_SPUtils,20171223-22:24:54:185|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038980000##7189##549659##8661##16256##27736503,<HEX>-22:24:54:<NUM>|Step_SPUtils|<HEX>| getTodayTotalDetailSteps = <HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,942,,,Step_SPUtils,20171223-22:24:54:186|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038980000##7189##549659##8661##16256##27738504,<HEX>-22:24:54:<NUM>|Step_SPUtils|<HEX>|setTodayTotalDetailSteps=<HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,943,,,Step_ExtSDM,20171223-22:24:54:201|Step_ExtSDM|30002312|calculateCaloriesWithCache totalCalories=130673,<HEX>-22:24:54:<NUM>|Step_ExtSDM|<HEX>|calculateCaloriesWithCache totalCalories=<NUM>
HealthApp_2k,944,,,Step_ExtSDM,20171223-22:24:54:205|Step_ExtSDM|30002312|calculateAltitudeWithCache totalAltitude=240,<HEX>-22:24:54:<NUM>|Step_ExtSDM|<HEX>|calculateAltitudeWithCache totalAltitude=<NUM>
HealthApp_2k,945,,,Step_LSC,20171223-22:24:58:889|Step_LSC|30002312|onStandStepChanged 3761,<HEX>-22:24:58:<NUM>|Step_LSC|<HEX>|onStandStepChanged <NUM>
HealthApp_2k,946,,,onExtend,20171223-22:24:58:890|Step_LSC|30002312|onExtend:1514039098000 0 0 5,<HEX>-22:24:58:<NUM>|Step_LSC|<HEX>|onExtend:<HEX> 0 0 5
HealthApp_2k,947,,,Step_SPUtils,20171223-22:24:59:190|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038980000##7189##549659##8661##16256##27738504,<HEX>-22:24:59:<NUM>|Step_SPUtils|<HEX>| getTodayTotalDetailSteps = <HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,948,,,Step_SPUtils,20171223-22:24:59:191|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038980000##7189##549659##8661##16256##27743510,<HEX>-22:24:59:<NUM>|Step_SPUtils|<HEX>|setTodayTotalDetailSteps=<HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,949,,,Step_ExtSDM,20171223-22:24:59:206|Step_ExtSDM|30002312|calculateCaloriesWithCache totalCalories=130673,<HEX>-22:24:59:<NUM>|Step_ExtSDM|<HEX>|calculateCaloriesWithCache totalCalories=<NUM>
HealthApp_2k,950,,,Step_ExtSDM,20171223-22:24:59:210|Step_ExtSDM|30002312|calculateAltitudeWithCache totalAltitude=240,<HEX>-22:24:59:<NUM>|Step_ExtSDM|<HEX>|calculateAltitudeWithCache totalAltitude=<NUM>
HealthApp_2k,951,,,action,20171223-22:25:0:162|Step_LSC|30002312|processHandleBroadcastAction action:android.intent.action.TIME_TICK,<HEX>-22:25:0:<NUM>|Step_LSC|<HEX>|processHandleBroadcastAction action:android.intent.action.TIME_TICK
HealthApp_2k,952,,,action,20171223-22:25:13:8|Step_StandReportReceiver|30002312|onReceive action: android.intent.action.SCREEN_OFF,<HEX>-22:25:13:8|Step_StandReportReceiver|<HEX>|onReceive action: android.intent.action.SCREEN_OFF
HealthApp_2k,953,,,action,20171223-22:28:38:344|Step_LSC|30002312|processHandleBroadcastAction action:android.intent.action.TIME_TICK,<HEX>-22:28:38:<NUM>|Step_LSC|<HEX>|processHandleBroadcastAction action:android.intent.action.TIME_TICK
HealthApp_2k,954,,,action,20171223-22:29:8:492|Step_LSC|30002312|processHandleBroadcastAction action:android.intent.action.TIME_TICK,<HEX>-22:29:8:<NUM>|Step_LSC|<HEX>|processHandleBroadcastAction action:android.intent.action.TIME_TICK
HealthApp_2k,955,,,action,20171223-22:30:12:959|Step_LSC|30002312|processHandleBroadcastAction action:android.intent.action.TIME_TICK,<HEX>-22:30:12:<NUM>|Step_LSC|<HEX>|processHandleBroadcastAction action:android.intent.action.TIME_TICK
HealthApp_2k,956,,,Step_LSC,20171223-22:30:23:988|Step_LSC|30002312|onStandStepChanged 3761,<HEX>-22:30:23:<NUM>|Step_LSC|<HEX>|onStandStepChanged <NUM>
HealthApp_2k,957,,,onExtend,20171223-22:30:23:993|Step_LSC|30002312|onExtend:1514039112000 0 0 5,<HEX>-22:30:23:<NUM>|Step_LSC|<HEX>|onExtend:<HEX> 0 0 5
HealthApp_2k,958,,,onExtend,20171223-22:30:23:993|Step_LSC|30002312|onExtend:1514039172000 0 0 5,<HEX>-22:30:23:<NUM>|Step_LSC|<HEX>|onExtend:<HEX> 0 0 5
HealthApp_2k,959,,,onExtend,20171223-22:30:23:993|Step_LSC|30002312|onExtend:1514039232000 0 0 5,<HEX>-22:30:23:<NUM>|Step_LSC|<HEX>|onExtend:<HEX> 0 0 5
HealthApp_2k,960,,,onExtend,20171223-22:30:23:993|Step_LSC|30002312|onExtend:1514039292000 0 0 5,<HEX>-22:30:23:<NUM>|Step_LSC|<HEX>|onExtend:<HEX> 0 0 5
HealthApp_2k,961,,,onExtend,20171223-22:30:23:993|Step_LSC|30002312|onExtend:1514039352000 0 0 5,<HEX>-22:30:23:<NUM>|Step_LSC|<HEX>|onExtend:<HEX> 0 0 5
HealthApp_2k,962,,,onExtend,20171223-22:30:23:993|Step_LSC|30002312|onExtend:1514039412000 0 0 0,<HEX>-22:30:23:<NUM>|Step_LSC|<HEX>|onExtend:<HEX> 0 0 0
HealthApp_2k,963,,,action,20171223-22:30:24:25|Step_StandReportReceiver|30002312|onReceive action: android.intent.action.SCREEN_ON,<HEX>-22:30:24:25|Step_StandReportReceiver|<HEX>|onReceive action: android.intent.action.SCREEN_ON
HealthApp_2k,964,,,action,20171223-22:30:24:27|Step_LSC|30002312|processHandleBroadcastAction action:android.intent.action.SCREEN_ON,<HEX>-22:30:24:27|Step_LSC|<HEX>|processHandleBroadcastAction action:android.intent.action.SCREEN_ON
HealthApp_2k,965,,,Step_StandStepCounter,20171223-22:30:24:27|Step_StandStepCounter|30002312|flush sensor data,<HEX>-22:30:24:27|Step_StandStepCounter|<HEX>|flush sensor data
HealthApp_2k,966,,,Step_SPUtils,20171223-22:30:24:28|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038980000##7189##549659##8661##16256##27743510,<HEX>-22:30:24:28|Step_SPUtils|<HEX>| getTodayTotalDetailSteps = <HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,967,,,Step_SPUtils,20171223-22:30:24:28|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514039340000##7189##549659##8661##16256##28068346,<HEX>-22:30:24:28|Step_SPUtils|<HEX>|setTodayTotalDetailSteps=<HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,968,,,Step_LSC,20171223-22:30:24:28|Step_LSC|30002312|onStandStepChanged 3761,<HEX>-22:30:24:28|Step_LSC|<HEX>|onStandStepChanged <NUM>
HealthApp_2k,969,,,Step_ExtSDM,20171223-22:30:24:40|Step_ExtSDM|30002312|calculateCaloriesWithCache totalCalories=130673,<HEX>-22:30:24:40|Step_ExtSDM|<HEX>|calculateCaloriesWithCache totalCalories=<NUM>
HealthApp_2k,970,,,Step_ExtSDM,20171223-22:30:24:45|Step_ExtSDM|30002312|calculateAltitudeWithCache totalAltitude=240,<HEX>-22:30:24:45|Step_ExtSDM|<HEX>|calculateAltitudeWithCache totalAltitude=<NUM>
HealthApp_2k,971,,,Step_StandReportReceiver,20171223-22:30:24:46|Step_StandReportReceiver|30002312|REPORT : 7189 5132 153988 240,<HEX>-22:30:24:46|Step_StandReportReceiver|<HEX>|REPORT : <NUM> <NUM> <NUM> <NUM>
HealthApp_2k,972,,,Step_LSC,20171223-22:30:24:129|Step_LSC|30002312|onStandStepChanged 3761,<HEX>-22:30:24:<NUM>|Step_LSC|<HEX>|onStandStepChanged <NUM>
HealthApp_2k,973,,,onExtend,20171223-22:30:24:132|Step_LSC|30002312|onExtend:1514039424000 0 0 0,<HEX>-22:30:24:<NUM>|Step_LSC|<HEX>|onExtend:<HEX> 0 0 0
HealthApp_2k,974,,,Step_SPUtils,20171223-22:30:24:347|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514039340000##7189##549659##8661##16256##28068346,<HEX>-22:30:24:<NUM>|Step_SPUtils|<HEX>| getTodayTotalDetailSteps = <HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,975,,,Step_SPUtils,20171223-22:30:24:348|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514039340000##7189##549659##8661##16256##28068666,<HEX>-22:30:24:<NUM>|Step_SPUtils|<HEX>|setTodayTotalDetailSteps=<HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,976,,,Step_ExtSDM,20171223-22:30:24:355|Step_ExtSDM|30002312|calculateCaloriesWithCache totalCalories=130673,<HEX>-22:30:24:<NUM>|Step_ExtSDM|<HEX>|calculateCaloriesWithCache totalCalories=<NUM>
HealthApp_2k,977,,,Step_ExtSDM,20171223-22:30:24:358|Step_ExtSDM|30002312|calculateAltitudeWithCache totalAltitude=240,<HEX>-22:30:24:<NUM>|Step_ExtSDM|<HEX>|calculateAltitudeWithCache totalAltitude=<NUM>
HealthApp_2k,978,,,action,20171223-22:31:0:136|Step_LSC|30002312|processHandleBroadcastAction action:android.intent.action.TIME_TICK,<HEX>-22:31:0:<NUM>|Step_LSC|<HEX>|processHandleBroadcastAction action:android.intent.action.TIME_TICK
HealthApp_2k,979,,,Step_LSC,20171223-22:31:31:924|Step_LSC|30002312|onStandStepChanged 3761,<HEX>-22:31:31:<NUM>|Step_LSC|<HEX>|onStandStepChanged <NUM>
HealthApp_2k,980,,,onExtend,20171223-22:31:31:940|Step_LSC|30002312|onExtend:1514039492000 0 0 5,<HEX>-22:31:31:<NUM>|Step_LSC|<HEX>|onExtend:<HEX> 0 0 5
HealthApp_2k,981,,,Step_SPUtils,20171223-22:31:32:225|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514039340000##7189##549659##8661##16256##28068666,<HEX>-22:31:32:<NUM>|Step_SPUtils|<HEX>| getTodayTotalDetailSteps = <HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,982,,,Step_SPUtils,20171223-22:31:32:226|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514039400000##7189##549659##8661##16256##28136544,<HEX>-22:31:32:<NUM>|Step_SPUtils|<HEX>|setTodayTotalDetailSteps=<HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,983,,,Step_ExtSDM,20171223-22:31:32:241|Step_ExtSDM|30002312|calculateCaloriesWithCache totalCalories=130673,<HEX>-22:31:32:<NUM>|Step_ExtSDM|<HEX>|calculateCaloriesWithCache totalCalories=<NUM>
HealthApp_2k,984,,,Step_ExtSDM,20171223-22:31:32:246|Step_ExtSDM|30002312|calculateAltitudeWithCache totalAltitude=240,<HEX>-22:31:32:<NUM>|Step_ExtSDM|<HEX>|calculateAltitudeWithCache totalAltitude=<NUM>
HealthApp_2k,985,,,action,20171223-22:31:54:515|Step_StandReportReceiver|30002312|onReceive action: android.intent.action.SCREEN_OFF,<HEX>-22:31:54:<NUM>|Step_StandReportReceiver|<HEX>|onReceive action: android.intent.action.SCREEN_OFF
HealthApp_2k,986,,,Step_LSC,20171223-22:31:59:613|Step_LSC|30002312|onStandStepChanged 3761,<HEX>-22:31:59:<NUM>|Step_LSC|<HEX>|onStandStepChanged <NUM>
HealthApp_2k,987,,,action,20171223-22:31:59:618|Step_StandReportReceiver|30002312|onReceive action: android.intent.action.SCREEN_ON,<HEX>-22:31:59:<NUM>|Step_StandReportReceiver|<HEX>|onReceive action: android.intent.action.SCREEN_ON
HealthApp_2k,988,,,action,20171223-22:31:59:619|Step_LSC|30002312|processHandleBroadcastAction action:android.intent.action.SCREEN_ON,<HEX>-22:31:59:<NUM>|Step_LSC|<HEX>|processHandleBroadcastAction action:android.intent.action.SCREEN_ON
HealthApp_2k,989,,,Step_StandStepCounter,20171223-22:31:59:619|Step_StandStepCounter|30002312|flush sensor data,<HEX>-22:31:59:<NUM>|Step_StandStepCounter|<HEX>|flush sensor data
HealthApp_2k,990,,,onExtend,20171223-22:31:59:620|Step_LSC|30002312|onExtend:1514039515000 0 0 0,<HEX>-22:31:59:<NUM>|Step_LSC|<HEX>|onExtend:<HEX> 0 0 0
HealthApp_2k,991,,,onExtend,20171223-22:31:59:620|Step_LSC|30002312|onExtend:1514039575000 0 0 0,<HEX>-22:31:59:<NUM>|Step_LSC|<HEX>|onExtend:<HEX> 0 0 0
HealthApp_2k,992,,,Step_SPUtils,20171223-22:31:59:620|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514039400000##7189##549659##8661##16256##28136544,<HEX>-22:31:59:<NUM>|Step_SPUtils|<HEX>| getTodayTotalDetailSteps = <HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,993,,,Step_SPUtils,20171223-22:31:59:621|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514039400000##7189##549659##8661##16256##28163940,<HEX>-22:31:59:<NUM>|Step_SPUtils|<HEX>|setTodayTotalDetailSteps=<HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,994,,,Step_LSC,20171223-22:31:59:621|Step_LSC|30002312|onStandStepChanged 3761,<HEX>-22:31:59:<NUM>|Step_LSC|<HEX>|onStandStepChanged <NUM>
HealthApp_2k,995,,,Step_ExtSDM,20171223-22:31:59:652|Step_ExtSDM|30002312|calculateCaloriesWithCache totalCalories=130673,<HEX>-22:31:59:<NUM>|Step_ExtSDM|<HEX>|calculateCaloriesWithCache totalCalories=<NUM>
HealthApp_2k,996,,,Step_ExtSDM,20171223-22:31:59:655|Step_ExtSDM|30002312|calculateAltitudeWithCache totalAltitude=240,<HEX>-22:31:59:<NUM>|Step_ExtSDM|<HEX>|calculateAltitudeWithCache totalAltitude=<NUM>
HealthApp_2k,997,,,Step_StandReportReceiver,20171223-22:31:59:656|Step_StandReportReceiver|30002312|REPORT : 7189 5132 153988 240,<HEX>-22:31:59:<NUM>|Step_StandReportReceiver|<HEX>|REPORT : <NUM> <NUM> <NUM> <NUM>
HealthApp_2k,998,,,Step_LSC,20171223-22:31:59:723|Step_LSC|30002312|onStandStepChanged 3761,<HEX>-22:31:59:<NUM>|Step_LSC|<HEX>|onStandStepChanged <NUM>
HealthApp_2k,999,,,onExtend,20171223-22:31:59:725|Step_LSC|30002312|onExtend:1514039520000 0 0 0,<HEX>-22:31:59:<NUM>|Step_LSC|<HEX>|onExtend:<HEX> 0 0 0
HealthApp_2k,1000,,,Step_LSC,"20171223-22:31:59:725|Step_LSC|30002312|timeStamp back,extendReportTimeStamp=1514039575000","<HEX>-22:31:59:<NUM>|Step_LSC|<HEX>|timeStamp back,extendReportTimeStamp=<HEX>"
HealthApp_2k,1001,,,Step_SPUtils,20171223-22:31:59:956|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514039400000##7189##549659##8661##16256##28163940,<HEX>-22:31:59:<NUM>|Step_SPUtils|<HEX>| getTodayTotalDetailSteps = <HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,1002,,,Step_SPUtils,20171223-22:31:59:957|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514039400000##7189##549659##8661##16256##28164276,<HEX>-22:31:59:<NUM>|Step_SPUtils|<HEX>|setTodayTotalDetailSteps=<HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,1003,,,Step_ExtSDM,20171223-22:31:59:965|Step_ExtSDM|30002312|calculateCaloriesWithCache totalCalories=130673,<HEX>-22:31:59:<NUM>|Step_ExtSDM|<HEX>|calculateCaloriesWithCache totalCalories=<NUM>
HealthApp_2k,1004,,,Step_ExtSDM,20171223-22:31:59:968|Step_ExtSDM|30002312|calculateAltitudeWithCache totalAltitude=240,<HEX>-22:31:59:<NUM>|Step_ExtSDM|<HEX>|calculateAltitudeWithCache totalAltitude=<NUM>
HealthApp_2k,1005,,,action,20171223-22:32:0:95|Step_LSC|30002312|processHandleBroadcastAction action:android.intent.action.TIME_TICK,<HEX>-22:32:0:95|Step_LSC|<HEX>|processHandleBroadcastAction action:android.intent.action.TIME_TICK
HealthApp_2k,1006,,,HiH_HiSyncControl,20171223-22:32:28:791|HiH_HiSyncControl|30002312|startTimer start autoSync,<HEX>-22:32:28:<NUM>|HiH_HiSyncControl|<HEX>|startTimer start autoSync
HealthApp_2k,1007,,,HiH_HiSyncControl,"20171223-22:32:28:796|HiH_HiSyncControl|30002312|startSync hiSyncOption = HiSyncOption{syncAction=1, syncMethod=2, syncScope=0, syncDataType=20000, syncModel=2, pushAction=0},app = 1 who = 1","<HEX>-22:32:28:<NUM>|HiH_HiSyncControl|<HEX>|startSync hiSyncOption = HiSyncOption{syncAction=1, syncMethod=2, syncScope=0, syncDataType=<NUM>, syncModel=2, pushAction=0},app = 1 who = 1"
HealthApp_2k,1008,,,HiH_HiSyncControl,20171223-22:32:28:796|HiH_HiSyncControl|30002312|stepSyncOrNot appSynTimes is 0,<HEX>-22:32:28:<NUM>|HiH_HiSyncControl|<HEX>|stepSyncOrNot appSynTimes is 0
HealthApp_2k,1009,,,HiH_HiSyncControl,20171223-22:32:28:798|HiH_HiSyncControl|30002312|needAutoSync autoSyncSwitch is open,<HEX>-22:32:28:<NUM>|HiH_HiSyncControl|<HEX>|needAutoSync autoSyncSwitch is open
HealthApp_2k,1010,,,HiH_HiSyncControl,"20171223-22:32:28:800|HiH_HiSyncControl|30002312|initDataPrivacy the dataPrivacy switch is open, start push health data!","<HEX>-22:32:28:<NUM>|HiH_HiSyncControl|<HEX>|initDataPrivacy the dataPrivacy switch is open, start push health data!"
HealthApp_2k,1011,,,HiH_,20171223-22:32:28:800|HiH_|30002312|initDataPrivacy the dataPrivacy is true,<HEX>-22:32:28:<NUM>|HiH_|<HEX>|initDataPrivacy the dataPrivacy is true
HealthApp_2k,1012,,,HiH_HiSyncControl,"20171223-22:32:28:801|HiH_HiSyncControl|30002312|initUserPrivacy the userPrivacy switch is open, start push user data!","<HEX>-22:32:28:<NUM>|HiH_HiSyncControl|<HEX>|initUserPrivacy the userPrivacy switch is open, start push user data!"
HealthApp_2k,1013,,,HiH_,20171223-22:32:28:801|HiH_|30002312|initUserPrivacy the userPrivacy is true,<HEX>-22:32:28:<NUM>|HiH_|<HEX>|initUserPrivacy the userPrivacy is true
HealthApp_2k,1014,,,HiH_HiSyncControl,20171223-22:32:28:801|HiH_HiSyncControl|30002312|ifCanSync not! no cloud version,<HEX>-22:32:28:<NUM>|HiH_HiSyncControl|<HEX>|ifCanSync not! no cloud version
HealthApp_2k,1015,,,HiH_HiBroadcastUtil,20171223-22:32:28:801|HiH_HiBroadcastUtil|30002312|sendSyncFailedBroadcast,<HEX>-22:32:28:<NUM>|HiH_HiBroadcastUtil|<HEX>|sendSyncFailedBroadcast
HealthApp_2k,1016,,,action,20171223-22:33:0:103|Step_LSC|30002312|processHandleBroadcastAction action:android.intent.action.TIME_TICK,<HEX>-22:33:0:<NUM>|Step_LSC|<HEX>|processHandleBroadcastAction action:android.intent.action.TIME_TICK
HealthApp_2k,1017,,,Step_LSC,20171223-22:33:9:926|Step_LSC|30002312|onStandStepChanged 3761,<HEX>-22:33:9:<NUM>|Step_LSC|<HEX>|onStandStepChanged <NUM>
HealthApp_2k,1018,,,onExtend,20171223-22:33:9:938|Step_LSC|30002312|onExtend:1514039590000 0 0 5,<HEX>-22:33:9:<NUM>|Step_LSC|<HEX>|onExtend:<HEX> 0 0 5
HealthApp_2k,1019,,,Step_SPUtils,20171223-22:33:10:228|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514039400000##7189##549659##8661##16256##28164276,<HEX>-22:33:10:<NUM>|Step_SPUtils|<HEX>| getTodayTotalDetailSteps = <HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,1020,,,Step_SPUtils,20171223-22:33:10:229|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514039520000##7189##549659##8661##16256##28234547,<HEX>-22:33:10:<NUM>|Step_SPUtils|<HEX>|setTodayTotalDetailSteps=<HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,1021,,,Step_ExtSDM,20171223-22:33:10:244|Step_ExtSDM|30002312|calculateCaloriesWithCache totalCalories=130673,<HEX>-22:33:10:<NUM>|Step_ExtSDM|<HEX>|calculateCaloriesWithCache totalCalories=<NUM>
HealthApp_2k,1022,,,Step_ExtSDM,20171223-22:33:10:248|Step_ExtSDM|30002312|calculateAltitudeWithCache totalAltitude=240,<HEX>-22:33:10:<NUM>|Step_ExtSDM|<HEX>|calculateAltitudeWithCache totalAltitude=<NUM>
HealthApp_2k,1023,,,action,20171223-22:33:30:315|Step_StandReportReceiver|30002312|onReceive action: android.intent.action.SCREEN_OFF,<HEX>-22:33:30:<NUM>|Step_StandReportReceiver|<HEX>|onReceive action: android.intent.action.SCREEN_OFF
HealthApp_2k,1024,,,Step_LSC,20171223-22:33:46:274|Step_LSC|30002312|onStandStepChanged 3761,<HEX>-22:33:46:<NUM>|Step_LSC|<HEX>|onStandStepChanged <NUM>
HealthApp_2k,1025,,,onExtend,20171223-22:33:46:279|Step_LSC|30002312|onExtend:1514039626000 0 0 0,<HEX>-22:33:46:<NUM>|Step_LSC|<HEX>|onExtend:<HEX> 0 0 0
