dataset,line_no,timestamp,level,component,message,template
Hadoop_2k,1038,,INFO,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,"2015-10-18 18:06:26,139 INFO [AsyncDispatcher event handler] org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl: attempt_1445144423722_0020_m_000002_1 TaskAttempt Transitioned from NEW to UNASSIGNED","<NUM>-10-18 18:06:26,<NUM> INFO [AsyncDispatcher event handler] org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl: attempt_<NUM>_<NUM>_m_<NUM>_1 TaskAttempt Transitioned from NEW to UNASSIGNED"
Hadoop_2k,1039,,ERROR,org.apache.hadoop.mapreduce.jobhistory.JobHistoryEventHandler,"2015-10-18 18:06:26,139 ERROR [eventHandlingThread] org.apache.hadoop.mapreduce.jobhistory.JobHistoryEventHandler: Error writing History Event: org.apache.hadoop.mapreduce.jobhistory.TaskAttemptUnsuccessfulCompletionEvent@7317849d","<NUM>-10-18 18:06:26,<NUM> ERROR [eventHandlingThread] org.apache.hadoop.mapreduce.jobhistory.JobHistoryEventHandler: Error writing History Event: org.apache.hadoop.mapreduce.jobhistory.TaskAttemptUnsuccessfulCompletionEvent@<HEX>"
Hadoop_2k,1040,,ERROR,org.apache.hadoop.yarn.YarnUncaughtExceptionHandler,"2015-10-18 18:06:26,139 ERROR [eventHandlingThread] org.apache.hadoop.yarn.YarnUncaughtExceptionHandler: Thread Thread[eventHandlingThread,5,main] threw an Exception.","<NUM>-10-18 18:06:26,<NUM> ERROR [eventHandlingThread] org.apache.hadoop.yarn.YarnUncaughtExceptionHandler: Thread Thread[eventHandlingThread,5,main] threw an Exception."
Hadoop_2k,1041,,INFO,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerRequestor,"2015-10-18 18:06:26,139 INFO [Thread-50] org.apache.hadoop.mapreduce.v2.app.rm.RMContainerRequestor: 1 failures on node MININT-FNANLI5.fareast.corp.microsoft.com","<NUM>-10-18 18:06:26,<NUM> INFO [Thread-50] org.apache.hadoop.mapreduce.v2.app.rm.RMContainerRequestor: 1 failures on node MININT-FNANLI5.fareast.corp.microsoft.com"
Hadoop_2k,1042,,INFO,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"2015-10-18 18:06:26,139 INFO [Thread-50] org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator: Added attempt_1445144423722_0020_m_000002_1 to list of failed maps","<NUM>-10-18 18:06:26,<NUM> INFO [Thread-50] org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator: Added attempt_<NUM>_<NUM>_m_<NUM>_1 to list of failed maps"
Hadoop_2k,1043,,WARN,LeaseRenewer,"2015-10-18 18:06:27,061 WARN [LeaseRenewer:msrabi@msra-sa-41:9000] org.apache.hadoop.ipc.Client: Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000","<NUM>-10-18 18:06:27,<NUM> WARN [LeaseRenewer:msrabi@msra-sa-41:<NUM>] org.apache.hadoop.ipc.Client: Address change detected. Old: msra-sa-41<PATH>:<NUM> New: msra-sa-41:<NUM>"
Hadoop_2k,1044,,WARN,LeaseRenewer,"2015-10-18 18:06:27,061 WARN [LeaseRenewer:msrabi@msra-sa-41:9000] org.apache.hadoop.hdfs.LeaseRenewer: Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 89 seconds.  Will retry shortly ...","<NUM>-10-18 18:06:27,<NUM> WARN [LeaseRenewer:msrabi@msra-sa-41:<NUM>] org.apache.hadoop.hdfs.LeaseRenewer: Failed to renew lease for [DFSClient_NONMAPREDUCE_<NUM>_1] for 89 seconds.  Will retry shortly ..."
Hadoop_2k,1045,,INFO,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"2015-10-18 18:06:27,108 INFO [RMCommunicator Allocator] org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator: Before Scheduling: PendingReds:0 ScheduledMaps:2 ScheduledReds:1 AssignedMaps:9 AssignedReds:0 CompletedMaps:1 CompletedReds:0 ContAlloc:11 ContRel:1 HostLocal:7 RackLocal:3","<NUM>-10-18 18:06:27,<NUM> INFO [RMCommunicator Allocator] org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator: Before Scheduling: PendingReds:0 ScheduledMaps:2 ScheduledReds:1 AssignedMaps:9 AssignedReds:0 CompletedMaps:1 CompletedReds:0 ContAlloc:11 ContRel:1 HostLocal:7 RackLocal:3"
Hadoop_2k,1046,,WARN,org.apache.hadoop.ipc.Client,"2015-10-18 18:06:27,108 WARN [RMCommunicator Allocator] org.apache.hadoop.ipc.Client: Address change detected. Old: msra-sa-41/10.190.173.170:8030 New: msra-sa-41:8030","<NUM>-10-18 18:06:27,<NUM> WARN [RMCommunicator Allocator] org.apache.hadoop.ipc.Client: Address change detected. Old: msra-sa-41<PATH>:<NUM> New: msra-sa-41:<NUM>"
Hadoop_2k,1047,,WARN,LeaseRenewer,"2015-10-18 18:06:28,092 WARN [LeaseRenewer:msrabi@msra-sa-41:9000] org.apache.hadoop.ipc.Client: Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000","<NUM>-10-18 18:06:28,<NUM> WARN [LeaseRenewer:msrabi@msra-sa-41:<NUM>] org.apache.hadoop.ipc.Client: Address change detected. Old: msra-sa-41<PATH>:<NUM> New: msra-sa-41:<NUM>"
Hadoop_2k,1048,,WARN,LeaseRenewer,"2015-10-18 18:06:28,092 WARN [LeaseRenewer:msrabi@msra-sa-41:9000] org.apache.hadoop.hdfs.LeaseRenewer: Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 90 seconds.  Will retry shortly ...","<NUM>-10-18 18:06:28,<NUM> WARN [LeaseRenewer:msrabi@msra-sa-41:<NUM>] org.apache.hadoop.hdfs.LeaseRenewer: Failed to renew lease for [DFSClient_NONMAPREDUCE_<NUM>_1] for 90 seconds.  Will retry shortly ..."
Hadoop_2k,1049,,INFO,org.apache.hadoop.ipc.Client,"2015-10-18 18:06:28,108 INFO [RMCommunicator Allocator] org.apache.hadoop.ipc.Client: Retrying connect to server: msra-sa-41:8030. Already tried 0 time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=10, sleepTime=1000 MILLISECONDS)","<NUM>-10-18 18:06:28,<NUM> INFO [RMCommunicator Allocator] org.apache.hadoop.ipc.Client: Retrying connect to server: msra-sa-41:<NUM>. Already tried 0 time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=10, sleepTime=<NUM> MILLISECONDS)"
Hadoop_2k,1050,,ERROR,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"2015-10-18 18:06:28,108 ERROR [RMCommunicator Allocator] org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator: ERROR IN CONTACTING RM.","<NUM>-10-18 18:06:28,<NUM> ERROR [RMCommunicator Allocator] org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator: ERROR IN CONTACTING RM."
Hadoop_2k,1051,,INFO,org.apache.hadoop.mapred.TaskAttemptListenerImpl,"2015-10-18 18:06:28,123 INFO [IPC Server handler 8 on 62270] org.apache.hadoop.mapred.TaskAttemptListenerImpl: Progress of TaskAttempt attempt_1445144423722_0020_m_000001_0 is : 0.37551183","<NUM>-10-18 18:06:28,<NUM> INFO [IPC Server handler 8 on <NUM>] org.apache.hadoop.mapred.TaskAttemptListenerImpl: Progress of TaskAttempt attempt_<NUM>_<NUM>_m_<NUM>_0 is : 0.<HEX>"
Hadoop_2k,1052,,INFO,org.apache.hadoop.mapred.TaskAttemptListenerImpl,"2015-10-18 18:06:28,170 INFO [IPC Server handler 0 on 62270] org.apache.hadoop.mapred.TaskAttemptListenerImpl: Progress of TaskAttempt attempt_1445144423722_0020_m_000001_0 is : 0.37551183","<NUM>-10-18 18:06:28,<NUM> INFO [IPC Server handler 0 on <NUM>] org.apache.hadoop.mapred.TaskAttemptListenerImpl: Progress of TaskAttempt attempt_<NUM>_<NUM>_m_<NUM>_0 is : 0.<HEX>"
Hadoop_2k,1053,,FATAL,org.apache.hadoop.mapred.TaskAttemptListenerImpl,"2015-10-18 18:06:28,217 FATAL [IPC Server handler 4 on 62270] org.apache.hadoop.mapred.TaskAttemptListenerImpl: Task: attempt_1445144423722_0020_m_000001_0 - exited : java.net.NoRouteToHostException: No Route to Host from  MININT-FNANLI5/127.0.0.1 to msra-sa-41:9000 failed on socket timeout exception: java.net.NoRouteToHostException: No route to host: no further information; For more details see:  http://wiki.apache.org/hadoop/NoRouteToHost","<NUM>-10-18 18:06:28,<NUM> FATAL [IPC Server handler 4 on <NUM>] org.apache.hadoop.mapred.TaskAttemptListenerImpl: Task: attempt_<NUM>_<NUM>_m_<NUM>_0 - exited : java.net.NoRouteToHostException: No Route to Host from  MININT-FNANLI5<PATH> to msra-sa-41:<NUM> failed on socket timeout exception: java.net.NoRouteToHostException: No route to host: no further information; For more details see:  http:<PATH>"
Hadoop_2k,1054,,INFO,org.apache.hadoop.mapred.TaskAttemptListenerImpl,"2015-10-18 18:06:28,217 INFO [IPC Server handler 4 on 62270] org.apache.hadoop.mapred.TaskAttemptListenerImpl: Diagnostics report from attempt_1445144423722_0020_m_000001_0: Error: java.net.NoRouteToHostException: No Route to Host from  MININT-FNANLI5/127.0.0.1 to msra-sa-41:9000 failed on socket timeout exception: java.net.NoRouteToHostException: No route to host: no further information; For more details see:  http://wiki.apache.org/hadoop/NoRouteToHost","<NUM>-10-18 18:06:28,<NUM> INFO [IPC Server handler 4 on <NUM>] org.apache.hadoop.mapred.TaskAttemptListenerImpl: Diagnostics report from attempt_<NUM>_<NUM>_m_<NUM>_0: Error: java.net.NoRouteToHostException: No Route to Host from  MININT-FNANLI5<PATH> to msra-sa-41:<NUM> failed on socket timeout exception: java.net.NoRouteToHostException: No route to host: no further information; For more details see:  http:<PATH>"
Hadoop_2k,1055,,INFO,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,"2015-10-18 18:06:28,217 INFO [AsyncDispatcher event handler] org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl: Diagnostics report from attempt_1445144423722_0020_m_000001_0: Error: java.net.NoRouteToHostException: No Route to Host from  MININT-FNANLI5/127.0.0.1 to msra-sa-41:9000 failed on socket timeout exception: java.net.NoRouteToHostException: No route to host: no further information; For more details see:  http://wiki.apache.org/hadoop/NoRouteToHost","<NUM>-10-18 18:06:28,<NUM> INFO [AsyncDispatcher event handler] org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl: Diagnostics report from attempt_<NUM>_<NUM>_m_<NUM>_0: Error: java.net.NoRouteToHostException: No Route to Host from  MININT-FNANLI5<PATH> to msra-sa-41:<NUM> failed on socket timeout exception: java.net.NoRouteToHostException: No route to host: no further information; For more details see:  http:<PATH>"
Hadoop_2k,1056,,INFO,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,"2015-10-18 18:06:28,217 INFO [AsyncDispatcher event handler] org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl: attempt_1445144423722_0020_m_000001_0 TaskAttempt Transitioned from RUNNING to FAIL_CONTAINER_CLEANUP","<NUM>-10-18 18:06:28,<NUM> INFO [AsyncDispatcher event handler] org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl: attempt_<NUM>_<NUM>_m_<NUM>_0 TaskAttempt Transitioned from RUNNING to FAIL_CONTAINER_CLEANUP"
Hadoop_2k,1057,,INFO,org.apache.hadoop.mapreduce.v2.app.launcher.ContainerLauncherImpl,"2015-10-18 18:06:28,217 INFO [ContainerLauncher #2] org.apache.hadoop.mapreduce.v2.app.launcher.ContainerLauncherImpl: Processing the event EventType: CONTAINER_REMOTE_CLEANUP for container container_1445144423722_0020_01_000003 taskAttempt attempt_1445144423722_0020_m_000001_0","<NUM>-10-18 18:06:28,<NUM> INFO [ContainerLauncher #2] org.apache.hadoop.mapreduce.v2.app.launcher.ContainerLauncherImpl: Processing the event EventType: CONTAINER_REMOTE_CLEANUP for container container_<NUM>_<NUM>_01_<NUM> taskAttempt attempt_<NUM>_<NUM>_m_<NUM>_0"
Hadoop_2k,1058,,INFO,org.apache.hadoop.mapreduce.v2.app.launcher.ContainerLauncherImpl,"2015-10-18 18:06:28,217 INFO [ContainerLauncher #2] org.apache.hadoop.mapreduce.v2.app.launcher.ContainerLauncherImpl: KILLING attempt_1445144423722_0020_m_000001_0","<NUM>-10-18 18:06:28,<NUM> INFO [ContainerLauncher #2] org.apache.hadoop.mapreduce.v2.app.launcher.ContainerLauncherImpl: KILLING attempt_<NUM>_<NUM>_m_<NUM>_0"
Hadoop_2k,1059,,INFO,org.apache.hadoop.yarn.client.api.impl.ContainerManagementProtocolProxy,"2015-10-18 18:06:28,217 INFO [ContainerLauncher #2] org.apache.hadoop.yarn.client.api.impl.ContainerManagementProtocolProxy: Opening proxy : MININT-FNANLI5.fareast.corp.microsoft.com:52368","<NUM>-10-18 18:06:28,<NUM> INFO [ContainerLauncher #2] org.apache.hadoop.yarn.client.api.impl.ContainerManagementProtocolProxy: Opening proxy : MININT-FNANLI5.fareast.corp.microsoft.com:<NUM>"
Hadoop_2k,1060,,INFO,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,"2015-10-18 18:06:28,233 INFO [AsyncDispatcher event handler] org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl: attempt_1445144423722_0020_m_000001_0 TaskAttempt Transitioned from FAIL_CONTAINER_CLEANUP to FAIL_TASK_CLEANUP","<NUM>-10-18 18:06:28,<NUM> INFO [AsyncDispatcher event handler] org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl: attempt_<NUM>_<NUM>_m_<NUM>_0 TaskAttempt Transitioned from FAIL_CONTAINER_CLEANUP to FAIL_TASK_CLEANUP"
Hadoop_2k,1061,,INFO,org.apache.hadoop.mapreduce.v2.app.commit.CommitterEventHandler,"2015-10-18 18:06:28,233 INFO [CommitterEvent Processor #2] org.apache.hadoop.mapreduce.v2.app.commit.CommitterEventHandler: Processing the event EventType: TASK_ABORT","<NUM>-10-18 18:06:28,<NUM> INFO [CommitterEvent Processor #2] org.apache.hadoop.mapreduce.v2.app.commit.CommitterEventHandler: Processing the event EventType: TASK_ABORT"
Hadoop_2k,1062,,WARN,org.apache.hadoop.ipc.Client,"2015-10-18 18:06:28,233 WARN [CommitterEvent Processor #2] org.apache.hadoop.ipc.Client: Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000","<NUM>-10-18 18:06:28,<NUM> WARN [CommitterEvent Processor #2] org.apache.hadoop.ipc.Client: Address change detected. Old: msra-sa-41<PATH>:<NUM> New: msra-sa-41:<NUM>"
Hadoop_2k,1063,,WARN,org.apache.hadoop.mapreduce.v2.app.commit.CommitterEventHandler,"2015-10-18 18:06:28,248 WARN [CommitterEvent Processor #2] org.apache.hadoop.mapreduce.v2.app.commit.CommitterEventHandler: Task cleanup failed for attempt attempt_1445144423722_0020_m_000001_0","<NUM>-10-18 18:06:28,<NUM> WARN [CommitterEvent Processor #2] org.apache.hadoop.mapreduce.v2.app.commit.CommitterEventHandler: Task cleanup failed for attempt attempt_<NUM>_<NUM>_m_<NUM>_0"
Hadoop_2k,1064,,INFO,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,"2015-10-18 18:06:28,248 INFO [AsyncDispatcher event handler] org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl: attempt_1445144423722_0020_m_000001_0 TaskAttempt Transitioned from FAIL_TASK_CLEANUP to FAILED","<NUM>-10-18 18:06:28,<NUM> INFO [AsyncDispatcher event handler] org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl: attempt_<NUM>_<NUM>_m_<NUM>_0 TaskAttempt Transitioned from FAIL_TASK_CLEANUP to FAILED"
Hadoop_2k,1065,,INFO,org.apache.hadoop.yarn.util.RackResolver,"2015-10-18 18:06:28,248 INFO [AsyncDispatcher event handler] org.apache.hadoop.yarn.util.RackResolver: Resolved MSRA-SA-39.fareast.corp.microsoft.com to /default-rack","<NUM>-10-18 18:06:28,<NUM> INFO [AsyncDispatcher event handler] org.apache.hadoop.yarn.util.RackResolver: Resolved MSRA-SA-39.fareast.corp.microsoft.com to <PATH>"
Hadoop_2k,1066,,INFO,org.apache.hadoop.yarn.util.RackResolver,"2015-10-18 18:06:28,248 INFO [AsyncDispatcher event handler] org.apache.hadoop.yarn.util.RackResolver: Resolved MSRA-SA-41.fareast.corp.microsoft.com to /default-rack","<NUM>-10-18 18:06:28,<NUM> INFO [AsyncDispatcher event handler] org.apache.hadoop.yarn.util.RackResolver: Resolved MSRA-SA-41.fareast.corp.microsoft.com to <PATH>"
Hadoop_2k,1067,,INFO,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,"2015-10-18 18:06:28,248 INFO [AsyncDispatcher event handler] org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl: attempt_1445144423722_0020_m_000001_1 TaskAttempt Transitioned from NEW to UNASSIGNED","<NUM>-10-18 18:06:28,<NUM> INFO [AsyncDispatcher event handler] org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl: attempt_<NUM>_<NUM>_m_<NUM>_1 TaskAttempt Transitioned from NEW to UNASSIGNED"
Hadoop_2k,1068,,INFO,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerRequestor,"2015-10-18 18:06:28,248 INFO [Thread-50] org.apache.hadoop.mapreduce.v2.app.rm.RMContainerRequestor: 2 failures on node MININT-FNANLI5.fareast.corp.microsoft.com","<NUM>-10-18 18:06:28,<NUM> INFO [Thread-50] org.apache.hadoop.mapreduce.v2.app.rm.RMContainerRequestor: 2 failures on node MININT-FNANLI5.fareast.corp.microsoft.com"
Hadoop_2k,1069,,INFO,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"2015-10-18 18:06:28,248 INFO [Thread-50] org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator: Added attempt_1445144423722_0020_m_000001_1 to list of failed maps","<NUM>-10-18 18:06:28,<NUM> INFO [Thread-50] org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator: Added attempt_<NUM>_<NUM>_m_<NUM>_1 to list of failed maps"
Hadoop_2k,1070,,WARN,LeaseRenewer,"2015-10-18 18:06:29,092 WARN [LeaseRenewer:msrabi@msra-sa-41:9000] org.apache.hadoop.ipc.Client: Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000","<NUM>-10-18 18:06:29,<NUM> WARN [LeaseRenewer:msrabi@msra-sa-41:<NUM>] org.apache.hadoop.ipc.Client: Address change detected. Old: msra-sa-41<PATH>:<NUM> New: msra-sa-41:<NUM>"
Hadoop_2k,1071,,WARN,LeaseRenewer,"2015-10-18 18:06:29,092 WARN [LeaseRenewer:msrabi@msra-sa-41:9000] org.apache.hadoop.hdfs.LeaseRenewer: Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 91 seconds.  Will retry shortly ...","<NUM>-10-18 18:06:29,<NUM> WARN [LeaseRenewer:msrabi@msra-sa-41:<NUM>] org.apache.hadoop.hdfs.LeaseRenewer: Failed to renew lease for [DFSClient_NONMAPREDUCE_<NUM>_1] for 91 seconds.  Will retry shortly ..."
Hadoop_2k,1072,,INFO,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"2015-10-18 18:06:29,108 INFO [RMCommunicator Allocator] org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator: Before Scheduling: PendingReds:0 ScheduledMaps:3 ScheduledReds:1 AssignedMaps:9 AssignedReds:0 CompletedMaps:1 CompletedReds:0 ContAlloc:11 ContRel:1 HostLocal:7 RackLocal:3","<NUM>-10-18 18:06:29,<NUM> INFO [RMCommunicator Allocator] org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator: Before Scheduling: PendingReds:0 ScheduledMaps:3 ScheduledReds:1 AssignedMaps:9 AssignedReds:0 CompletedMaps:1 CompletedReds:0 ContAlloc:11 ContRel:1 HostLocal:7 RackLocal:3"
Hadoop_2k,1073,,WARN,org.apache.hadoop.ipc.Client,"2015-10-18 18:06:29,108 WARN [RMCommunicator Allocator] org.apache.hadoop.ipc.Client: Address change detected. Old: msra-sa-41/10.190.173.170:8030 New: msra-sa-41:8030","<NUM>-10-18 18:06:29,<NUM> WARN [RMCommunicator Allocator] org.apache.hadoop.ipc.Client: Address change detected. Old: msra-sa-41<PATH>:<NUM> New: msra-sa-41:<NUM>"
Hadoop_2k,1074,,WARN,LeaseRenewer,"2015-10-18 18:06:30,092 WARN [LeaseRenewer:msrabi@msra-sa-41:9000] org.apache.hadoop.ipc.Client: Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000","<NUM>-10-18 18:06:30,<NUM> WARN [LeaseRenewer:msrabi@msra-sa-41:<NUM>] org.apache.hadoop.ipc.Client: Address change detected. Old: msra-sa-41<PATH>:<NUM> New: msra-sa-41:<NUM>"
Hadoop_2k,1075,,WARN,LeaseRenewer,"2015-10-18 18:06:30,092 WARN [LeaseRenewer:msrabi@msra-sa-41:9000] org.apache.hadoop.hdfs.LeaseRenewer: Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 92 seconds.  Will retry shortly ...","<NUM>-10-18 18:06:30,<NUM> WARN [LeaseRenewer:msrabi@msra-sa-41:<NUM>] org.apache.hadoop.hdfs.LeaseRenewer: Failed to renew lease for [DFSClient_NONMAPREDUCE_<NUM>_1] for 92 seconds.  Will retry shortly ..."
Hadoop_2k,1076,,INFO,org.apache.hadoop.ipc.Client,"2015-10-18 18:06:30,108 INFO [RMCommunicator Allocator] org.apache.hadoop.ipc.Client: Retrying connect to server: msra-sa-41:8030. Already tried 0 time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=10, sleepTime=1000 MILLISECONDS)","<NUM>-10-18 18:06:30,<NUM> INFO [RMCommunicator Allocator] org.apache.hadoop.ipc.Client: Retrying connect to server: msra-sa-41:<NUM>. Already tried 0 time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=10, sleepTime=<NUM> MILLISECONDS)"
Hadoop_2k,1077,,ERROR,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"2015-10-18 18:06:30,108 ERROR [RMCommunicator Allocator] org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator: ERROR IN CONTACTING RM.","<NUM>-10-18 18:06:30,<NUM> ERROR [RMCommunicator Allocator] org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator: ERROR IN CONTACTING RM."
Hadoop_2k,1078,,WARN,LeaseRenewer,"2015-10-18 18:06:31,092 WARN [LeaseRenewer:msrabi@msra-sa-41:9000] org.apache.hadoop.ipc.Client: Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000","<NUM>-10-18 18:06:31,<NUM> WARN [LeaseRenewer:msrabi@msra-sa-41:<NUM>] org.apache.hadoop.ipc.Client: Address change detected. Old: msra-sa-41<PATH>:<NUM> New: msra-sa-41:<NUM>"
Hadoop_2k,1079,,WARN,LeaseRenewer,"2015-10-18 18:06:31,092 WARN [LeaseRenewer:msrabi@msra-sa-41:9000] org.apache.hadoop.hdfs.LeaseRenewer: Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 93 seconds.  Will retry shortly ...","<NUM>-10-18 18:06:31,<NUM> WARN [LeaseRenewer:msrabi@msra-sa-41:<NUM>] org.apache.hadoop.hdfs.LeaseRenewer: Failed to renew lease for [DFSClient_NONMAPREDUCE_<NUM>_1] for 93 seconds.  Will retry shortly ..."
Hadoop_2k,1080,,WARN,org.apache.hadoop.ipc.Client,"2015-10-18 18:06:31,108 WARN [RMCommunicator Allocator] org.apache.hadoop.ipc.Client: Address change detected. Old: msra-sa-41/10.190.173.170:8030 New: msra-sa-41:8030","<NUM>-10-18 18:06:31,<NUM> WARN [RMCommunicator Allocator] org.apache.hadoop.ipc.Client: Address change detected. Old: msra-sa-41<PATH>:<NUM> New: msra-sa-41:<NUM>"
Hadoop_2k,1081,,WARN,LeaseRenewer,"2015-10-18 18:06:32,092 WARN [LeaseRenewer:msrabi@msra-sa-41:9000] org.apache.hadoop.ipc.Client: Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000","<NUM>-10-18 18:06:32,<NUM> WARN [LeaseRenewer:msrabi@msra-sa-41:<NUM>] org.apache.hadoop.ipc.Client: Address change detected. Old: msra-sa-41<PATH>:<NUM> New: msra-sa-41:<NUM>"
Hadoop_2k,1082,,WARN,LeaseRenewer,"2015-10-18 18:06:32,092 WARN [LeaseRenewer:msrabi@msra-sa-41:9000] org.apache.hadoop.hdfs.LeaseRenewer: Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 94 seconds.  Will retry shortly ...","<NUM>-10-18 18:06:32,<NUM> WARN [LeaseRenewer:msrabi@msra-sa-41:<NUM>] org.apache.hadoop.hdfs.LeaseRenewer: Failed to renew lease for [DFSClient_NONMAPREDUCE_<NUM>_1] for 94 seconds.  Will retry shortly ..."
Hadoop_2k,1083,,INFO,org.apache.hadoop.ipc.Client,"2015-10-18 18:06:32,108 INFO [RMCommunicator Allocator] org.apache.hadoop.ipc.Client: Retrying connect to server: msra-sa-41:8030. Already tried 0 time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=10, sleepTime=1000 MILLISECONDS)","<NUM>-10-18 18:06:32,<NUM> INFO [RMCommunicator Allocator] org.apache.hadoop.ipc.Client: Retrying connect to server: msra-sa-41:<NUM>. Already tried 0 time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=10, sleepTime=<NUM> MILLISECONDS)"
Hadoop_2k,1084,,ERROR,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"2015-10-18 18:06:32,108 ERROR [RMCommunicator Allocator] org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator: ERROR IN CONTACTING RM.","<NUM>-10-18 18:06:32,<NUM> ERROR [RMCommunicator Allocator] org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator: ERROR IN CONTACTING RM."
Hadoop_2k,1085,,WARN,LeaseRenewer,"2015-10-18 18:06:33,092 WARN [LeaseRenewer:msrabi@msra-sa-41:9000] org.apache.hadoop.ipc.Client: Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000","<NUM>-10-18 18:06:33,<NUM> WARN [LeaseRenewer:msrabi@msra-sa-41:<NUM>] org.apache.hadoop.ipc.Client: Address change detected. Old: msra-sa-41<PATH>:<NUM> New: msra-sa-41:<NUM>"
Hadoop_2k,1086,,WARN,LeaseRenewer,"2015-10-18 18:06:33,092 WARN [LeaseRenewer:msrabi@msra-sa-41:9000] org.apache.hadoop.hdfs.LeaseRenewer: Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 95 seconds.  Will retry shortly ...","<NUM>-10-18 18:06:33,<NUM> WARN [LeaseRenewer:msrabi@msra-sa-41:<NUM>] org.apache.hadoop.hdfs.LeaseRenewer: Failed to renew lease for [DFSClient_NONMAPREDUCE_<NUM>_1] for 95 seconds.  Will retry shortly ..."
